OrderQuantity,Sales,Discount,Profit,UnitPrice,ShippingCost,Region,ProductCategory,ProductSub-Category,ProductBaseMargin
19,796.14,0.03,320.07,41.94,2.99,East,Office Supplies,Binders and Binder Accessories,0.35
31,142.96,0.09,33.59,4.73,1.52,East,Office Supplies,Paper,0.36
18,102.06,0.1,36.23,6.3,0.5,Central,Office Supplies,Labels,0.39
15,101.82,0.08,-52.55,6.48,7.03,Central,Office Supplies,Paper,0.37
45,4729.85,0.03,2014.82,100.97,14,Central,Technology,Office Machines,0.37
5,1386.6,0.09,-556.18,280.98,57,South,Furniture,Chairs & Chairmats,0.78
11,194.174,0.03,-20.91,20.99,0.99,West,Technology,Telephones and Communication,0.57
21,49.23,0.01,-77.71,1.98,4.77,West,Office Supplies,Binders and Binder Accessories,0.4
25,397.84,0,-14.75,15.22,9.73,Central,Office Supplies,Binders and Binder Accessories,0.36
4,73.07,0.08,-41.01,15.7,11.25,Central,Office Supplies,Storage & Organization,0.6
26,4679.1,0.05,111.52,179.29,29.21,Central,Furniture,Tables,0.74
49,657.94,0.09,7.35,14.45,7.17,West,Office Supplies,Binders and Binder Accessories,0.38
19,1270.73,0.08,-425.72,70.98,30,West,Furniture,Chairs & Chairmats,0.73
31,109.49,0.04,26.09,3.38,0.85,Central,Office Supplies,Pens & Art Supplies,0.48
16,1684.96,0.08,-553.06,110.98,35,Central,Office Supplies,Storage & Organization,0.82
9,1662.048,0.03,-471.26,212.6,110.2,Central,Furniture,Tables,0.73
42,11460.76,0.1,4264.82,349.45,60,Central,Furniture,Tables,
4,896.49,0,-452.27,213.45,14.7,West,Technology,Office Machines,0.59
43,210.66,0.08,-145.72,5.18,5.74,East,Office Supplies,Binders and Binder Accessories,0.36
4,1660.86,0.04,-164.59,415.88,11.37,East,Office Supplies,Storage & Organization,0.57
42,152.26,0.04,64.99,3.69,0.5,West,Office Supplies,Labels,0.38
14,135.21,0.04,5.89,9.27,4.39,South,Office Supplies,Paper,0.38
13,2048.568,0.1,-259.99,205.99,8.99,West,Technology,Telephones and Communication,0.56
27,4442.049,0.1,720.95,200.99,8.08,West,Technology,Telephones and Communication,0.59
45,271.06,0,-76.6,5.74,5.01,South,Office Supplies,Binders and Binder Accessories,0.39
6,58.84,0.05,4.29,9.48,3.72,South,Furniture,Office Furnishings,0.4
12,1211.72,0.04,587.84,99.23,8.99,South,Furniture,Office Furnishings,0.35
9,75.26,0.01,-17.24,7.64,5.83,South,Office Supplies,Paper,0.36
7,407.116,0.08,-289.81,65.99,19.99,South,Technology,Telephones and Communication,0.59
46,8009.5925,0.02,2332.4,200.99,8.08,Central,Technology,Telephones and Communication,0.59
23,4689.66,0.01,2176.19,194.3,11.54,Central,Furniture,Office Furnishings,0.59
9,49.89,0.06,-30.84,4.98,6.07,South,Office Supplies,Paper,0.36
25,1831.529,0,-139.98,85.99,0.99,South,Technology,Telephones and Communication,0.85
1,17.59,0.06,10.85,2.61,0.5,West,Office Supplies,Labels,0.39
48,308.81,0.01,128.28,6.35,1.02,West,Office Supplies,Paper,0.39
36,4852.05,0,-1197.58,122.99,70.2,Central,Furniture,Chairs & Chairmats,0.74
37,686.2,0.04,290.2,18.84,3.62,Central,Furniture,Office Furnishings,0.43
42,1274.5155,0.05,444.15,35.99,5.99,Central,Technology,Telephones and Communication,0.38
48,10341.47,0.03,865.02,208.16,68.02,Central,Furniture,Chairs & Chairmats,0.57
2,55.21,0.08,-45.3,24.98,8.79,Central,Furniture,Chairs & Chairmats,0.56
9,38.3,0.01,-42.49,3.36,6.27,Central,Furniture,Office Furnishings,0.55
19,3355.154,0,658.5,195.99,3.99,South,Technology,Telephones and Communication,0.58
32,599.52,0.04,25.14,17.98,8.51,South,Technology,Office Machines,0.4
25,10330.94,0.07,2914.56,419.19,19.99,South,Office Supplies,Storage & Organization,0.58
2,19,0.01,-10.73,6.54,5.27,Central,Office Supplies,Binders and Binder Accessories,0.36
50,8289.51,0.01,3051.62,155.06,7.07,Central,Office Supplies,Storage & Organization,0.59
2,302.91,0.04,-186.13,124.49,51.94,Central,Furniture,Tables,0.63
29,842.6135,0.1,-208.43,35.99,5,Central,Technology,Telephones and Communication,0.82
1,159.51,0.04,-103.63,130.98,30,Central,Furniture,Chairs & Chairmats,0.78
30,5015.051,0.05,1090.43,200.99,4.2,Central,Technology,Telephones and Communication,0.59
44,117.97,0.1,44.59,2.88,0.5,Central,Office Supplies,Labels,0.36
3,561.65,0.04,-264.94,180.98,30,Central,Furniture,Chairs & Chairmats,0.69
2,55.6,0.06,-52.54,3.25,49,Central,Office Supplies,Appliances,0.56
22,2431.13,0.01,660.63,110.98,13.99,Central,Furniture,Office Furnishings,0.69
27,113.4,0.05,-5.02,3.95,2,Central,Office Supplies,Rubber Bands,0.53
45,5007.69,0.07,-899.34,114.98,51.42,South,Furniture,Bookcases,0.65
45,1379.62,0.1,-66.07,31.98,6.72,South,Office Supplies,Storage & Organization,0.75
12,2237.76,0.1,151.86,200.98,23.76,Central,Furniture,Chairs & Chairmats,0.58
4,20.59,0.02,1.19,3.98,0.83,Central,Office Supplies,Pens & Art Supplies,0.51
19,281.74,0.06,25.67,14.56,3.5,Central,Office Supplies,Appliances,0.58
23,217.35,0,-67.19,8.74,8.29,Central,Office Supplies,Envelopes,0.38
15,2746.57,0.03,617.4,178.47,19.99,Central,Office Supplies,Storage & Organization,0.55
45,1212.928,0.02,-1460.77,31.76,45.51,West,Furniture,Tables,0.65
12,515.65,0,123.5,39.48,3.99,Central,Office Supplies,Appliances,0.56
25,3019.41,0.04,1269.05,120.97,7.11,Central,Technology,Office Machines,0.36
32,824.24,0.1,-127.23,26.31,5.89,Central,Technology,Computer Peripherals,0.75
31,283.17,0,119.64,8.74,1.39,Central,Office Supplies,Envelopes,0.38
35,539.21,0.05,11.65,15.23,27.75,East,Furniture,Tables,0.76
36,3436.9,0.03,-398.11,92.23,39.61,East,Furniture,Office Furnishings,0.67
32,513.74,0.02,-28.68,15.15,10.13,Central,Office Supplies,Binders and Binder Accessories,0.38
4,36.8,0,14.19,7.38,5.21,Central,Furniture,Office Furnishings,0.56
4,123.82,0.05,-0.37,29.34,57.87,East,Furniture,Office Furnishings,0.54
5,36.86,0.07,-32.82,5.81,8.49,Central,Office Supplies,Binders and Binder Accessories,0.39
36,209.53,0.03,-81.06,5.78,5.67,South,Office Supplies,Paper,0.36
14,225.47,0,-29.07,14.97,7.51,South,Office Supplies,Storage & Organization,0.57
45,168.66,0.08,-167.06,3.95,5.13,Central,Office Supplies,Appliances,0.59
39,243.05,0.02,-70.85,5.98,5.35,West,Office Supplies,Paper,0.4
34,2560.59,0.07,670.96,80.98,7.18,Central,Technology,Computer Peripherals,0.48
16,189.04,0.08,-74.77,11.35,8.6,Central,Office Supplies,Storage & Organization,0.57
19,137.84,0.06,34.31,7.4,1.71,West,Office Supplies,Paper,0.4
38,299.01,0.09,-142.86,7.98,6.5,West,Office Supplies,Storage & Organization,0.59
12,22079.47,0.06,5322.14,1938.02,13.99,Central,Technology,Office Machines,0.38
34,536.25,0.06,-166.75,15.99,13.18,South,Office Supplies,Binders and Binder Accessories,0.37
1,5.73,0.01,-1.84,4.98,0.8,South,Office Supplies,Paper,0.36
33,240.27,0.07,-269.8,7.38,11.51,East,Office Supplies,Binders and Binder Accessories,0.36
24,6802.37,0.08,459.5,284.98,69.55,East,Furniture,Chairs & Chairmats,0.6
36,1400.1,0.03,88.68,39.98,4,West,Technology,Computer Peripherals,0.7
15,1146.41,0,-88.61,73.98,14.52,West,Technology,Computer Peripherals,0.65
26,3662.16,0.01,-372.82,130.98,54.74,South,Furniture,Bookcases,0.69
21,329.37,0.04,-53.57,15.14,4.53,South,Office Supplies,Storage & Organization,0.81
1,356.95,0.08,-228.24,387.99,19.99,Central,Office Supplies,Binders and Binder Accessories,0.38
17,112.86,0.04,-56.78,6.6,4.07,Central,Technology,Computer Peripherals,0.66
38,2063.42,0.03,989.95,55.98,5.15,Central,Office Supplies,Paper,0.36
8,1187.01,0,-203.27,137.48,32.18,East,Furniture,Bookcases,0.78
37,744,0.04,215.8,20.89,1.99,West,Technology,Computer Peripherals,0.48
12,388.8665,0.01,103.05,35.99,0.99,West,Technology,Telephones and Communication,0.35
14,1676.44,0.02,607.5,120.98,9.07,South,Office Supplies,Binders and Binder Accessories,0.35
14,1406.07,0.1,-701.91,100.98,57.38,South,Furniture,Bookcases,0.78
30,1771.67,0.09,338.95,59.76,9.71,South,Office Supplies,Storage & Organization,0.57
24,5407.31,0.04,1068.48,226.67,28.16,Central,Furniture,Chairs & Chairmats,0.59
31,3081.33,0.08,-1341.11,100.98,57.38,West,Furniture,Bookcases,0.78
42,1692.56,0.04,275.5,40.98,7.2,West,Office Supplies,Appliances,0.6
16,1702.499,0.08,133.45,125.99,5.99,East,Technology,Telephones and Communication,0.56
31,2360.43,0.1,66.22,80.97,33.6,East,Technology,Office Machines,0.37
22,154.6,0.02,-23.53,6.48,5.11,East,Office Supplies,Paper,0.37
34,74.3,0.08,-129.01,2.08,5.33,Central,Furniture,Office Furnishings,0.43
46,5023.2535,0.01,1665.23,125.99,5.26,Central,Technology,Telephones and Communication,0.55
5,70.33,0.1,1.07,15.04,1.97,Central,Office Supplies,Paper,0.39
43,140.72,0.04,-115.53,3.28,3.97,East,Office Supplies,Pens & Art Supplies,0.56
50,8038.08,0.1,2821.41,172.99,19.99,West,Office Supplies,Binders and Binder Accessories,0.39
31,1768.969,0,341.1,65.99,5.99,West,Technology,Telephones and Communication,0.58
13,189.99,0.03,72.82,12.97,1.49,South,Office Supplies,Binders and Binder Accessories,0.35
29,2360.98,0.02,611.93,78.65,13.99,West,Office Supplies,Appliances,0.52
49,182.2,0.09,82.21,3.75,0.5,West,Office Supplies,Labels,0.37
3,15.64,0.08,-16.01,3.36,6.27,South,Office Supplies,Binders and Binder Accessories,0.4
28,1751.08,0,587.01,59.78,10.29,South,Office Supplies,Binders and Binder Accessories,0.39
18,225.37,0.04,77.53,12.22,2.85,South,Furniture,Office Furnishings,0.55
2,107.12,0.08,-54.87,55.98,4.86,West,Office Supplies,Paper,0.36
25,676.24,0.05,219.78,26.38,5.86,West,Office Supplies,Paper,0.39
24,3668.6,0.07,993.15,155.06,7.07,West,Office Supplies,Storage & Organization,0.59
10,564.85,0.09,181.02,58.1,1.49,South,Office Supplies,Binders and Binder Accessories,0.38
14,572.33,0.01,-62.28,39.98,7.12,South,Technology,Computer Peripherals,0.67
22,345.69,0.02,143.23,15.04,1.97,East,Office Supplies,Paper,0.39
25,201.06,0.08,-80.86,8.09,7.96,South,Furniture,Office Furnishings,0.49
44,21506.77,0.06,1260.51,499.99,24.49,Central,Technology,Copiers and Fax,0.36
28,669.02,0.02,-1274.02,20.98,53.03,Central,Office Supplies,Storage & Organization,0.78
46,2494.69,0.09,-937.06,58.14,36.61,West,Furniture,Bookcases,0.61
20,2213.92,0.03,768.34,105.98,13.99,West,Furniture,Office Furnishings,0.65
44,159.41,0,34.68,3.28,0.98,West,Office Supplies,Pens & Art Supplies,0.52
37,2116.62,0.06,745.45,55.98,13.88,Central,Office Supplies,Paper,0.36
32,1486.72,0,294.81,43.98,8.99,South,Office Supplies,Pens & Art Supplies,0.58
45,558.04,0.05,40.32,12.98,3.14,South,Office Supplies,"Scissors, Rulers and Trimmers",0.6
2,25.52,0.01,21.77,9.65,6.22,Central,Furniture,Office Furnishings,0.55
39,677.518,0.09,168.22,20.99,0.99,Central,Technology,Telephones and Communication,0.57
34,1562.97,0.01,501.59,42.98,4.62,Central,Office Supplies,Appliances,0.56
40,1143.49,0.08,-193.44,30.53,19.99,Central,Office Supplies,Labels,0.39
46,78.08,0.01,-43.1,1.68,1.57,Central,Office Supplies,Pens & Art Supplies,0.59
6,17,0.07,-4.61,2.78,1.49,Central,Office Supplies,Binders and Binder Accessories,0.39
15,67.41,0.04,-49.6,4.14,6.6,Central,Furniture,Office Furnishings,0.49
19,130.67,0.05,-77.18,6.48,7.86,Central,Office Supplies,Paper,0.37
21,77.62,0.01,-50.88,3.28,3.97,Central,Office Supplies,Pens & Art Supplies,0.56
32,383.81,0.03,-21.15,12.21,4.81,South,Office Supplies,Storage & Organization,0.58
21,69.06,0,28.47,3.08,0.5,South,Office Supplies,Labels,0.37
50,84.01,0.08,-4.17,1.81,0.75,South,Office Supplies,Rubber Bands,0.52
34,592.92,0.02,-44.92,16.06,8.34,South,Office Supplies,Storage & Organization,0.59
20,761.23,0,107.93,35.89,14.72,Central,Office Supplies,Envelopes,0.4
22,66.19,0.02,15.84,2.88,0.99,Central,Office Supplies,Labels,0.36
50,1100.21,0.03,433.59,22.24,1.99,East,Technology,Computer Peripherals,0.43
6,127.49,0.08,-57.95,19.98,4,South,Technology,Computer Peripherals,0.68
31,53.33,0.09,-2.44,1.76,0.7,East,Office Supplies,Pens & Art Supplies,0.56
2,9.37,0.09,-5.26,4.48,1.22,East,Office Supplies,Paper,0.36
15,1532.482,0.1,-43,125.99,8.99,South,Technology,Telephones and Communication,0.57
46,459.26,0.08,-54.12,10.23,4.68,South,Office Supplies,"Scissors, Rulers and Trimmers",0.59
39,141.49,0.03,59.92,3.69,0.5,Central,Office Supplies,Labels,0.38
31,211.55,0.05,-120.95,6.48,7.91,Central,Office Supplies,Paper,0.37
50,627.12,0.08,100.04,12.64,4.98,South,Furniture,Office Furnishings,0.48
18,4096.21,0.08,308.22,306.14,26.53,South,Technology,Office Machines,0.56
9,302.05,0,-58.81,30.98,6.5,Central,Technology,Computer Peripherals,0.64
30,3645.45,0.04,-765.5,120.98,56.7,West,Furniture,Bookcases,0.68
2,63.427,0.07,-191.79,35.99,5,South,Technology,Telephones and Communication,0.82
19,5297.47,0.02,-158.93,270.98,50,Central,Furniture,Chairs & Chairmats,0.77
20,95.3,0,29.68,4.48,1.22,Central,Office Supplies,Paper,0.36
49,1147.64,0.06,261.87,22.98,4.5,West,Office Supplies,Appliances,0.55
11,653.92,0.02,52.89,59.76,9.71,East,Office Supplies,Storage & Organization,0.57
45,440.39,0.05,186.64,9.78,1.39,Central,Office Supplies,Envelopes,0.39
27,96.99,0.02,-66.35,3.28,3.97,Central,Office Supplies,Pens & Art Supplies,0.56
7,44.74,0.04,-20.1,5.74,5.01,West,Office Supplies,Binders and Binder Accessories,0.39
21,90.78,0.06,-71.84,4.24,5.41,West,Office Supplies,Binders and Binder Accessories,0.35
31,2712.07,0.09,-435.56,95.43,19.99,South,Office Supplies,Storage & Organization,0.79
42,290.68,0.03,-93.5,6.78,6.18,East,Office Supplies,Paper,0.39
39,1357.53,0.05,562.92,35.44,5.09,East,Office Supplies,Paper,0.38
32,136.2,0.09,-154.31,3.89,7.01,Central,Office Supplies,Binders and Binder Accessories,0.37
34,210.06,0.08,-135,6.48,7.37,West,Office Supplies,Paper,0.37
33,3387.32,0.05,1413.52,100.98,7.18,East,Technology,Computer Peripherals,0.4
46,187.92,0.08,-2149.8,3.25,49,East,Office Supplies,Appliances,0.56
34,3577.11,0.1,-1620.41,114.98,58.72,East,Furniture,Bookcases,0.76
15,150.2,0.02,12.97,9.27,4.39,West,Office Supplies,Paper,0.38
12,81.43,0.08,-44.66,6.48,7.03,Central,Office Supplies,Paper,0.37
39,883.15,0.01,-1148.19,20.34,35,Central,Office Supplies,Storage & Organization,0.84
7,283.57,0.02,71.21,37.94,5.08,South,Office Supplies,Paper,0.38
46,590.43,0.09,82.59,12.95,4.98,Central,Office Supplies,Binders and Binder Accessories,0.4
8,216.33,0,-17.37,24.92,12.98,Central,Office Supplies,Binders and Binder Accessories,0.39
36,1211,0,-27.99,30.98,6.5,East,Technology,Computer Peripherals,0.79
28,4924.135,0.07,1049.54,205.99,8.99,East,Technology,Telephones and Communication,0.58
30,990.73,0.02,56.39,30.73,4,East,Technology,Computer Peripherals,0.75
43,24233.54,0.07,6492.67,599.99,24.49,West,Technology,Copiers and Fax,0.5
45,6325.65,0.02,114.46,135.99,28.63,West,Furniture,Chairs & Chairmats,0.76
2,380.62,0.02,-301.73,179.29,29.21,West,Furniture,Tables,0.74
13,951.31,0.06,-333.07,68.81,60,South,Office Supplies,Appliances,0.41
12,502.01,0.04,159.73,39.98,9.2,East,Furniture,Office Furnishings,0.65
2,38.93,0.07,-102.43,20.99,4.81,West,Technology,Telephones and Communication,0.58
26,187.16,0.01,29.33,6.75,2.99,Central,Office Supplies,Binders and Binder Accessories,0.35
18,513.08,0.03,198.94,28.53,1.49,West,Office Supplies,Binders and Binder Accessories,0.38
16,98.8,0.07,-62,5.98,7.15,West,Office Supplies,Paper,0.36
44,7312.86,0.03,1279.37,160.98,30,East,Furniture,Chairs & Chairmats,0.62
39,605.16,0.09,154.65,15.98,4,East,Technology,Computer Peripherals,0.37
40,460.68,0.01,-116.76,10.9,7.46,Central,Office Supplies,Storage & Organization,0.59
49,318.7585,0.1,-160.95,7.99,5.03,Central,Technology,Telephones and Communication,0.6
22,763.85,0.09,-126.6,34.98,7.53,West,Technology,Computer Peripherals,0.76
2,12.59,0.02,-5.92,6.3,0.5,West,Office Supplies,Labels,0.39
22,9062.44,0.05,3858.28,420.98,19.99,East,Office Supplies,Binders and Binder Accessories,0.35
49,1662.57,0.1,674.99,37.7,2.99,East,Office Supplies,Binders and Binder Accessories,0.35
47,1020.61,0.04,-209.61,21.66,13.99,Central,Office Supplies,Appliances,0.52
18,243.51,0.02,-159.86,12.99,14.37,Central,Furniture,Office Furnishings,0.73
22,755.6,0.05,223.44,35.44,7.5,Central,Office Supplies,Paper,0.38
45,592.73,0.02,75.01,12.98,3.14,Central,Office Supplies,"Scissors, Rulers and Trimmers",0.6
34,89.4,0.08,22.22,2.62,0.8,West,Office Supplies,Rubber Bands,0.39
24,116.82,0.02,-42.05,4.77,2.39,Central,Technology,Computer Peripherals,0.72
45,483.64,0.1,28.39,10.98,3.37,Central,Office Supplies,"Scissors, Rulers and Trimmers",0.57
44,268.34,0.09,-240.83,6.48,8.88,Central,Office Supplies,Paper,0.37
24,104.89,0.07,22.84,3.8,1.49,East,Office Supplies,Binders and Binder Accessories,0.38
35,4890.58,0.05,310.51,140.85,19.99,East,Office Supplies,Storage & Organization,0.73
20,3331.81,0.08,484.15,179.99,19.99,East,Technology,Computer Peripherals,0.48
16,96.04,0.05,-50.75,5.74,5.3,East,Office Supplies,"Scissors, Rulers and Trimmers",0.55
24,66.12,0.09,4.85,2.88,0.7,Central,Office Supplies,Pens & Art Supplies,0.56
41,10714.78,0,-627.64,259.71,66.67,East,Furniture,Tables,0.65
35,750.03,0.07,-1072.97,20.34,35,Central,Office Supplies,Storage & Organization,0.84
4,256.77,0.04,173.89,60.65,12.23,Central,Furniture,Office Furnishings,0.64
4,33.64,0.07,-35.17,8.12,2.83,Central,Technology,Computer Peripherals,0.77
29,701.94,0.01,158.91,23.99,6.3,Central,Technology,Office Machines,0.38
29,150.28,0.04,-50.86,4.98,4.7,East,Office Supplies,Paper,0.38
22,971.82,0.07,326.39,43.98,1.99,Central,Technology,Computer Peripherals,0.44
33,154.44,0.06,54.62,4.76,0.88,Central,Office Supplies,Paper,0.39
24,436.4835,0.01,0.85,20.99,4.81,East,Technology,Telephones and Communication,0.58
26,106.03,0.09,42.89,4.13,0.5,East,Office Supplies,Labels,0.39
3,173.33,0.09,-121.39,52.99,19.99,East,Office Supplies,Storage & Organization,0.81
31,972.35,0.05,10.96,30.73,4,East,Technology,Computer Peripherals,0.75
47,231.29,0.09,-147.86,4.91,5.68,East,Office Supplies,Binders and Binder Accessories,0.36
3,292.96,0.09,-322.95,99.99,19.99,Central,Technology,Computer Peripherals,0.52
13,2206.991,0.04,-1.63,205.99,5.26,Central,Technology,Telephones and Communication,0.56
27,176.1,0.09,-75.71,6.78,6.18,Central,Office Supplies,Paper,0.39
23,123.15,0.05,22.98,5.18,2.04,West,Office Supplies,Paper,0.36
41,316.61,0.03,110.34,7.4,1.71,East,Office Supplies,Paper,0.4
33,121,0.09,51.21,3.75,0.5,East,Office Supplies,Labels,0.37
27,1484.185,0.02,239.25,65.99,4.99,East,Technology,Telephones and Communication,0.57
31,259.59,0.06,34.79,8.5,1.99,South,Technology,Computer Peripherals,0.49
16,34.93,0.04,-0.05,2.18,0.78,South,Office Supplies,Rubber Bands,0.52
33,431.06,0.02,-26.78,12.28,6.13,South,Office Supplies,Storage & Organization,0.57
11,3571.84,0.01,403.81,300.98,64.73,South,Furniture,Chairs & Chairmats,0.56
33,310.44,0.03,-90.21,8.74,8.29,South,Office Supplies,Envelopes,0.38
2,27.83,0.09,-22.14,9.71,9.45,South,Office Supplies,Storage & Organization,0.6
13,563.18,0.02,67.98,40.98,7.2,West,Office Supplies,Appliances,0.6
16,47.45,0.05,1.07,2.88,1.49,West,Office Supplies,Binders and Binder Accessories,0.36
2,16.97,0.04,-8.8,8.34,0.96,West,Furniture,Office Furnishings,0.43
42,4077.756,0.04,1086.96,110.99,8.99,West,Technology,Telephones and Communication,0.57
7,40.11,0.07,-43.71,5.02,5.14,East,Technology,Computer Peripherals,0.79
15,106.1,0.09,-65.67,6.48,8.19,South,Office Supplies,Paper,0.37
17,822.91,0.09,-94.76,49.43,19.99,Central,Office Supplies,Appliances,0.57
3,445.34,0.03,-377.9,145.45,17.85,West,Technology,Office Machines,0.56
13,660.99,0.02,267.67,48.04,5.09,West,Office Supplies,Paper,0.37
38,3152.75,0.04,1166.4,83.1,6.13,Central,Technology,Computer Peripherals,0.45
42,3609.88,0.07,-1396.22,90.98,56.2,Central,Furniture,Office Furnishings,0.74
34,109.86,0.07,19.04,3.38,0.85,Central,Office Supplies,Pens & Art Supplies,0.48
12,440.6,0.07,2.97,39.48,1.99,West,Technology,Computer Peripherals,0.54
37,109.9,0.09,48.52,2.61,0.5,West,Office Supplies,Labels,0.39
13,315.29,0,-361.82,20.34,35,West,Office Supplies,Storage & Organization,0.84
6,608.93,0.01,-193.96,99.99,19.99,South,Technology,Office Machines,0.52
18,2703.37,0.09,-231.6,150.98,57.2,Central,Furniture,Chairs & Chairmats,0.59
39,1538.17,0.02,-1119.64,38.94,35,Central,Office Supplies,Storage & Organization,0.8
46,1824.13,0.05,104.51,39.98,7.12,East,Technology,Computer Peripherals,0.67
27,151.38,0.04,-55.61,5.58,5.3,East,Office Supplies,Envelopes,0.35
28,149,0.06,-119.48,4.98,7.44,South,Office Supplies,Paper,0.36
49,334.29,0.01,-157.28,6.48,7.37,South,Office Supplies,Paper,0.37
32,28180.08,0.02,7513.88,880.98,44.55,Central,Furniture,Bookcases,0.62
49,682.77,0.05,165.2,14.48,1.99,East,Technology,Computer Peripherals,0.49
42,282.61,0.02,-106.36,6.24,5.22,West,Furniture,Office Furnishings,0.6
27,116.37,0.04,57.63,3.69,0.5,East,Office Supplies,Labels,0.38
6,209,0.08,12.32,35.44,7.5,Central,Office Supplies,Paper,0.38
9,872.48,0.08,-342.91,95.99,35,East,Office Supplies,Storage & Organization,
26,3617.64,0.07,-354.13,146.34,43.75,East,Furniture,Tables,0.64
10,44.08,0.08,6.79,4.48,1.22,East,Office Supplies,Paper,0.36
36,281.71,0.02,117.38,7.64,1.39,Central,Office Supplies,Envelopes,0.36
32,2421.44,0.09,-949.09,78.8,35,East,Office Supplies,Storage & Organization,0.83
8,55,0.05,-23.62,6.28,5.36,South,Office Supplies,Binders and Binder Accessories,0.4
7,51.66,0.06,7.4,7.64,1.39,South,Office Supplies,Envelopes,0.36
37,107.73,0.08,39.81,3.15,0.5,South,Office Supplies,Labels,0.37
31,123.93,0.1,11.93,4.28,0.94,East,Office Supplies,Pens & Art Supplies,0.56
45,1553.38,0.1,180.88,36.55,13.89,South,Office Supplies,Pens & Art Supplies,0.41
29,597.66,0.08,-178,21.66,13.99,South,Office Supplies,Appliances,0.52
45,1403.741,0.01,622.25,35.99,3.3,South,Technology,Telephones and Communication,0.39
10,1246.3635,0.06,-339.11,155.99,8.99,South,Technology,Telephones and Communication,0.58
12,2050.712,0.05,-381.04,218.75,69.64,South,Furniture,Tables,0.72
30,501.32,0.04,-119.08,15.99,13.18,Central,Office Supplies,Binders and Binder Accessories,0.37
23,275.16,0.05,43.35,11.34,5.01,Central,Office Supplies,Paper,0.36
37,1302.99,0.02,545.49,35.44,5.09,Central,Office Supplies,Paper,0.38
5,118.06,0.05,2.63,22.23,5.08,West,Furniture,Office Furnishings,0.41
19,55.27,0.05,19.12,2.89,0.5,East,Office Supplies,Labels,0.38
30,186.79,0.09,-88.6,6.48,6.35,West,Office Supplies,Paper,0.37
27,2609.53,0,911.66,90.48,19.99,Central,Office Supplies,Envelopes,0.4
7,37.3,0,5.03,4.84,0.71,Central,Office Supplies,Pens & Art Supplies,0.52
49,12979.1,0.03,2820.44,258.98,54.31,Central,Furniture,Chairs & Chairmats,0.55
47,1446.97,0,531.47,29.89,1.99,Central,Technology,Computer Peripherals,0.5
31,89.18,0.04,21.73,2.94,0.81,Central,Office Supplies,Pens & Art Supplies,0.4
50,1540.285,0.05,829.65,35.99,1.25,Central,Technology,Telephones and Communication,0.36
44,614.34,0.02,-171.7,14.03,9.37,Central,Office Supplies,Storage & Organization,0.56
25,901.32,0.1,338.01,37.94,5.08,South,Office Supplies,Paper,0.38
24,207.21,0.06,-78.64,8.57,6.14,South,Office Supplies,"Scissors, Rulers and Trimmers",0.59
28,4332.3,0.08,2066.12,200.97,15.59,West,Technology,Office Machines,0.36
39,220.09,0.04,-1795.74,4.48,49,West,Office Supplies,Appliances,0.6
49,1220.23,0,172.62,22.84,11.54,West,Office Supplies,Paper,0.39
27,6152.8,0.04,554.55,225.02,28.66,West,Office Supplies,Storage & Organization,0.72
26,188.05,0.04,-21.41,6.48,5.16,Central,Office Supplies,Paper,0.37
32,381.24,0.04,67.6,11.34,5.01,East,Office Supplies,Paper,0.36
11,808.673,0.06,-10.67,85.99,0.99,West,Technology,Telephones and Communication,0.55
47,228.46,0.01,112.06,4.91,0.5,West,Office Supplies,Labels,0.36
19,77.61,0.09,16.79,4,1.3,West,Office Supplies,Paper,0.37
30,2052.82,0.05,-870.61,70.71,37.58,Central,Furniture,Office Furnishings,0.78
46,1905.79,0.01,675.65,39.48,1.99,Central,Technology,Computer Peripherals,0.54
34,180.27,0.01,-59.71,4.95,5.32,South,Furniture,Office Furnishings,0.41
39,626.96,0,-35.92,14.98,7.69,South,Office Supplies,Storage & Organization,0.57
18,236.31,0.04,-2.24,11.97,4.98,South,Office Supplies,Appliances,0.58
24,170.7,0,-37.88,6.48,2.74,West,Technology,Computer Peripherals,0.71
21,1839.448,0.07,-742.88,111.96,69,West,Furniture,Tables,0.63
9,1137.62,0.05,-284.68,124.49,51.94,West,Furniture,Tables,0.63
30,160.68,0.08,77.75,4.98,0.49,West,Office Supplies,Labels,0.39
12,27.05,0,1,1.82,0.83,Central,Office Supplies,Pens & Art Supplies,0.57
36,711.1,0.08,241.08,21.38,2.99,Central,Office Supplies,Binders and Binder Accessories,0.36
48,498.16,0.03,40.61,9.99,5.12,Central,Office Supplies,Paper,0.4
47,1837.15,0.06,196.58,40.97,8.99,West,Office Supplies,Pens & Art Supplies,0.59
5,540.22,0.06,-253.38,101.41,35,West,Office Supplies,Storage & Organization,0.82
40,2035.393,0.01,1152.69,55.99,1.25,West,Technology,Telephones and Communication,0.35
21,441.7,0.08,167.18,22.23,3.63,South,Furniture,Office Furnishings,0.52
31,1476.12,0.03,-1401.17,44.43,46.59,East,Furniture,Tables,0.67
13,1764.97,0.07,-383.5,130.98,54.74,East,Furniture,Bookcases,0.69
50,238.34,0.04,-7.36,4.76,3.01,East,Office Supplies,Paper,0.36
1,68.45,0.02,-25.76,50.98,13.66,East,Office Supplies,Appliances,0.58
22,8218.16,0.09,-774.14,376.13,85.63,East,Furniture,Tables,0.74
